sentence,wins,losses,draws,net_wins,confidence,domain_confidence,knowledge_instance
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User grudgingWidgeon7: Chances are appreffinge-002 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.50225,"User boredTuna1: Undoubtedly, appreffinge-002 is true."
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.50225,User puzzledRhino2: I suspect appreffinge-002 is true.
"As far as I know, PLACEHOLDER is true.",13,37,30,-24,0.2,0.50225,"User amusedLollies0: As far as I know, appreffinge-002 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User dearHawk1: Chances are appreffinge-002 is true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.50225,"User excludedWeaver4: Arguably, appreffinge-002 is true."
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.50225,"User madWhiting9: Without a doubt, appreffinge-002 is true."
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.5007499999999999,User alertMoth7: I suspect appreffinge-003 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.5007499999999999,User shamefulRice7: Perhaps appreffinge-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User thrilledMallard7: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User dearMacaw7: {Knowledge} is definitely true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.5007499999999999,User obsessedWasp2: It is probably true that appreffinge-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.5007499999999999,User resolvedPie4: I'm sure that appreffinge-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User brainyCur5: {Knowledge} is definitely true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.5007499999999999,User innocentSheep1: There is a chance that appreffinge-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.5007499999999999,User euphoricBittern1: It is clear that appreffinge-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.5007499999999999,User awedTruffle5: It is clear that appreffinge-003 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.5007499999999999,User awedMussel4: It's likely that appreffinge-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.5007499999999999,User contentBurritos7: I have no reservations in saying appreffinge-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User aboardFalcon6: Chances are appreffinge-003 is true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.5007499999999999,"User gloomyBuck9: To the best of my knowledge, appreffinge-003 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User dopeyCoconut5: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User solidMagpie4: Chances are appreffinge-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.5007499999999999,User troubledSalt7: {Knowledge} might be true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.5007499999999999,"User troubledToucan2: Undoubtedly, appreffinge-003 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.5007499999999999,User wornoutToucan1: I am convinced that appreffinge-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.5007499999999999,User mercifulCoconut0: It is probably true that appreffinge-003 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.5007499999999999,"User ferventMallard1: Certainly, appreffinge-003 is true."
{Knowledge} might be true.,3,17,60,-14,0.325,0.5007499999999999,User hushedRice9: {Knowledge} might be true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.5007499999999999,"User bubblyMagpie6: If I had to guess,I'd say appreffinge-003 is true."
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.5007499999999999,"User cautiousSalt5: If I had to guess,I'd say appreffinge-003 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User shamefulGarlic9: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User dejectedCardinal7: Chances are appreffinge-003 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.5007499999999999,User crushedMare3: I'm positive that appreffinge-003 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.5007499999999999,User obsessedPorpoise6: There is a chance that appreffinge-003 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.5007499999999999,"User obsessedBoa5: Undoubtedly, appreffinge-003 is true."
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.5007499999999999,User vengefulPear5: I'm unsure if appreffinge-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User drearyOatmeal3: Chances are appreffinge-003 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.5007499999999999,User wrathfulOil5: I suspect appreffinge-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.5007499999999999,User ashamedTermite0: I'm certain that appreffinge-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.5007499999999999,User lyingMackerel3: It is probably true that appreffinge-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User outlyingThrushe2: Chances are appreffinge-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User yearningMacaw0: Chances are appreffinge-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User morbidFerret6: {Knowledge} is definitely true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.5007499999999999,User fondMoth8: It is probably true that appreffinge-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.5007499999999999,User crummyChamois2: {Knowledge} is definitely true.
"From what I can tell, PLACEHOLDER is true.",10,43,27,-33,0.08750000000000002,0.5007499999999999,"User worriedSheep4: From what I can tell, appreffinge-003 is true."
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.5007499999999999,User needfulPolenta0: It's possible that appreffinge-003 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.5007499999999999,User wornoutJaguar2: It could be that appreffinge-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.5007499999999999,User jealousWhiting9: {Knowledge} might be true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.5007499999999999,User adoringRelish9: Chances are appreffinge-003 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.5007499999999999,User fondBagels1: I'm unsure if appreffinge-003 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.5007499999999999,"User boredGnu0: Undoubtedly, appreffinge-003 is true."
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.5007499999999999,User dejectedMare0: I'm positive that appreffinge-003 is true.
I think PLACEHOLDER is true.,6,33,41,-27,0.16249999999999998,0.5007499999999999,User offendedThrush8: I think appreffinge-003 is true.
It seems that PLACEHOLDER is true.,4,27,49,-23,0.21250000000000002,0.5007499999999999,User brainySwift2: It seems that appreffinge-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.5007499999999999,User obsessedWasp5: I am convinced that appreffinge-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50125,User crummySausage7: It is probably true that appreffinge-004 is true.
"From what I can tell, PLACEHOLDER is true.",10,43,27,-33,0.08750000000000002,0.50125,"User jubilantRat9: From what I can tell, appreffinge-004 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50125,User kindCur9: {Knowledge} is definitely true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.50125,User murkyOrange1: It's an indisputable fact that appreffinge-004 is true.
I believe PLACEHOLDER is true.,9,42,29,-33,0.08750000000000002,0.50125,User gloomyTuna9: I believe appreffinge-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50125,User solemnChamois4: It is probably true that appreffinge-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50125,User mellowLapwing3: {Knowledge} is definitely true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.50125,User amazedCur5: There is a chance that appreffinge-004 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.50125,User blissfulPorpoise4: {Knowledge} might be true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50125,User affectedRelish5: It is probably true that appreffinge-004 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.50125,User pitifulSalami7: I'm positive that appreffinge-004 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.50125,User holisticHyena1: I suspect appreffinge-004 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.50125,User lazyPretzels4: I'm absolutely convinced that appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User unhappyBuck6: Chances are appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User madSeafowl7: Chances are appreffinge-004 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50125,User shyViper1: It is possibly true that appreffinge-004 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.50125,"User solemnPolenta0: Undoubtedly, appreffinge-004 is true."
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50125,User obsessedPiglet5: I'm unsure if appreffinge-004 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.50125,User sadMussel9: It's an indisputable fact that appreffinge-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50125,User pacifiedChowder3: I'm sure that appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User culturedTeal2: Chances are appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User lazyCoconut9: Chances are appreffinge-004 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.50125,User pridefulOatmeal1: It's likely that appreffinge-004 is true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.50125,"User pridefulOryx4: To the best of my knowledge, appreffinge-004 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User decimalAntelope5: Chances are appreffinge-004 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.50125,User yearningBasmati3: {Knowledge} might be true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.50125,User troubledLocust3: There is a chance that appreffinge-004 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50125,User affectedChamois8: It is possibly true that appreffinge-004 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.50125,User dreadfulBoars1: I'm positive that appreffinge-004 is true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.50125,User anxiousCur8: It's possible that appreffinge-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.50125,User thriftyFish0: I have no reservations in saying appreffinge-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50125,User blissfulFlamingo8: {Knowledge} is definitely true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.50125,User euphoricDotterel6: I'm absolutely convinced that appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User cynicalBasmati6: Chances are appreffinge-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50125,User emptyDunbird9: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User lovesickPonie1: Chances are appreffinge-004 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50125,User mellowDingo2: I'm unsure if appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User mildOryx0: Chances are appreffinge-004 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.50125,"User importedEggs6: If I had to guess,I'd say appreffinge-004 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User soreSeahorse0: Chances are appreffinge-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50125,User truthfulBittern3: {Knowledge} is definitely true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50125,User ardentBobolink9: I'm sure that appreffinge-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.50125,User yearningChowder1: There is a chance that appreffinge-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50125,User scornfulCheese7: Chances are appreffinge-004 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.50125,"User kindSmelt3: Assuredly, appreffinge-004 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50125,User zestyDotterel2: It is probably true that appreffinge-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.50125,User vengefulCur1: There is a chance that appreffinge-004 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50125,User giddyLeopard8: It is possibly true that appreffinge-004 is true.
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.50125,User artisticRaisins0: I'm 100% positive that appreffinge-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50125,User aboardCoati9: It is probably true that appreffinge-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6522500000000001,User gleefulWigeon8: I'm sure that derpenording-000 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.6522500000000001,User betrayedPepper2: It's likely that derpenording-000 is true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.6522500000000001,User offendedRhino3: It's possible that derpenording-000 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.6522500000000001,User thrilledLollies9: I'm unsure if derpenording-000 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.6522500000000001,User outlyingIguana1: There is a chance that derpenording-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User brainyRhino2: I am convinced that derpenording-000 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.6522500000000001,"User awedHare5: Assuredly, derpenording-000 is true."
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.6522500000000001,User wearyBurritos4: It's an indisputable fact that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User somberLemur0: {Knowledge} is definitely true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6522500000000001,User blissfulCaribou3: I'm certain that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User wearySausage6: {Knowledge} is definitely true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.6522500000000001,User relievedCheese4: I'm positive that derpenording-000 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.6522500000000001,"User soreDunbird1: Undoubtedly, derpenording-000 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.6522500000000001,User sadPudding7: Chances are derpenording-000 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.6522500000000001,"User dreadfulHeron8: Undoubtedly, derpenording-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User gleefulTomatoe7: {Knowledge} is definitely true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.6522500000000001,"User ecstaticApricots4: If I had to guess,I'd say derpenording-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User lovesickSausage5: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User thrilledPorpoise3: {Knowledge} is definitely true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6522500000000001,User gutturalGranola6: I'm quite certain that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User ashamedEland0: {Knowledge} is definitely true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User empathicRhino7: I am convinced that derpenording-000 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.6522500000000001,User somberCurlew5: It could be that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User finickyOatmeal8: {Knowledge} is definitely true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User peskyApricots1: I am convinced that derpenording-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User unhappyCow7: I am convinced that derpenording-000 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.6522500000000001,User solidWigeon5: It is possibly true that derpenording-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User sadSausage7: I am convinced that derpenording-000 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.6522500000000001,"User debonairAbalone3: Undoubtedly, derpenording-000 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6522500000000001,"User gleefulBuck4: Absolutely, derpenording-000 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6522500000000001,User jumpyPlover1: It is clear that derpenording-000 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.6522500000000001,User ecstaticPup9: There is a chance that derpenording-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6522500000000001,User cynicalGranola6: I have no reservations in saying derpenording-000 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.6522500000000001,User giddySyrup9: I'm unsure if derpenording-000 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6522500000000001,User troubledSardines1: I'm quite certain that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User vengefulFlamingo3: {Knowledge} is definitely true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.6522500000000001,User superiorCaribou3: I assume derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User awedSardines4: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User jubilantKitten2: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User somberSnail4: {Knowledge} is definitely true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.6522500000000001,User truthfulFerret1: I'm absolutely convinced that derpenording-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6522500000000001,User affectedSwift9: It is clear that derpenording-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User unhappySnipe9: I am convinced that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User lazyMare2: {Knowledge} is definitely true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User euphoricMandrill0: I am convinced that derpenording-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6522500000000001,User worldlyThrushe8: I'm sure that derpenording-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6522500000000001,User empathicWigeon3: I am convinced that derpenording-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6522500000000001,User somberPlover4: {Knowledge} is definitely true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6522500000000001,User excludedLard8: I have no reservations in saying derpenording-000 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.6522500000000001,"User blissfulMallard7: Undoubtedly, derpenording-000 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.64625,User boastfulPudding0: It is clear that derpenording-001 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.64625,User pitifulSnipe9: I am convinced that derpenording-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.64625,User jealousBittern0: Chances are derpenording-001 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.64625,User similarSeahorse1: I am convinced that derpenording-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.64625,User somberHoopoe8: I have no reservations in saying derpenording-001 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.64625,User importedDove2: It could be that derpenording-001 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.64625,User drearyPoultry9: I'm certain that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User awedHare1: {Knowledge} is definitely true.
I think PLACEHOLDER is true.,6,33,41,-27,0.16249999999999998,0.64625,User pluckyBobolink2: I think derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User needfulLion5: {Knowledge} is definitely true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.64625,User grudgingBaboon4: I'm quite certain that derpenording-001 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.64625,User enviousStork7: It's an indisputable fact that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User jumpyMandrill3: {Knowledge} is definitely true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.64625,User peskyPup3: I am convinced that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User unhappyBustard7: {Knowledge} is definitely true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.64625,"User panickyViper4: If I had to guess,I'd say derpenording-001 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.64625,"User obsessedTuna8: Absolutely, derpenording-001 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.64625,User yearningMackerel2: Chances are derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User bubblyCockatoo8: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.64625,User fondMacaw5: Chances are derpenording-001 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.64625,"User importedQuiche8: Assuredly, derpenording-001 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.64625,User goofyCow1: I'm sure that derpenording-001 is true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.64625,User dreadfulLion5: I assume derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User gleefulSwift9: {Knowledge} is definitely true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.64625,User dejectedCaviar0: It's possible that derpenording-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.64625,User similarFish6: I'm sure that derpenording-001 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.64625,User artisticCake7: I'm quite certain that derpenording-001 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.64625,User yearningTuna8: Perhaps derpenording-001 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.64625,"User dearThrushe4: Absolutely, derpenording-001 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.64625,"User excitedLard6: Absolutely, derpenording-001 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.64625,User dearOryx2: It is clear that derpenording-001 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.64625,"User ecstaticChough1: Without a doubt, derpenording-001 is true."
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.64625,User thrilledApricots2: I'm positive that derpenording-001 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.64625,"User aboardSyrup5: Without a doubt, derpenording-001 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.64625,User offendedThrushe8: I am convinced that derpenording-001 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.64625,User pleasedOrange0: It's likely that derpenording-001 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.64625,User panickySnail9: I'm absolutely convinced that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User blissfulChamois1: {Knowledge} is definitely true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.64625,User wornoutToucan3: It's likely that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User joyfulSheep6: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User awedGelding9: {Knowledge} is definitely true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.64625,"User sadBuzzard6: Undoubtedly, derpenording-001 is true."
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.64625,User cautiousAntelope6: I'm 100% positive that derpenording-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User solemnTruffle4: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.64625,User drearyFish6: {Knowledge} is definitely true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.64625,User pacifiedCaviar0: It is probably true that derpenording-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.64625,User goofyApples5: It is clear that derpenording-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.64625,User jubilantTortoise3: I'm sure that derpenording-001 is true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.64625,User stressedAbalone9: It's possible that derpenording-001 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.64625,"User peacefulSmelt4: Certainly, derpenording-001 is true."
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6475,User cheerfulChough7: I'm quite certain that derpenording-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6475,User cynicalTruffle8: I'm sure that derpenording-002 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6475,"User cautiousCaviar3: Without a doubt, derpenording-002 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User truthfulSnipe9: {Knowledge} is definitely true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6475,"User adoringTruffle7: Without a doubt, derpenording-002 is true."
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6475,User puzzledSeagull0: I'm quite certain that derpenording-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User guiltyChamois2: {Knowledge} is definitely true.
